"genus_root","taxon_name","original_text","text","life_history_a","life_history_f","parasitic_a","parasitic_f","plant_growth_form_a","plant_growth_form_f","plant_growth_substrate_a","plant_growth_substrate_f","sex_type_a","sex_type_f","stem_growth_habit_a","stem_growth_habit_f","woodiness_a","woodiness_f","source"
"Opuntia","Opuntia stricta","Spreading to erect shrub, to 2 m high. Fl. yellow. Sandy soils."," spreading to erect shrub, to 2 m high. ","perennial","inferred_from_growth_form","","","shrub","shrub","","","","","erect spreading","erect spreading","woody","inferred_from_growth_form","Florabase_short"
"Opuntia","Opuntia stricta","Opuntia stricta var. stricta is a spreading to erect shrubby cactus rarely exceeding 1.5 m high. The stem segments are flattened and have scattered aeroles (round cushion-like structures), which are covered with glochids (small bristles) and 0-3 spines orientated at various angles The spines lack a surrounding detachable sheath. The leaves are much reduced and are present on new growth but soon deciduous. The flowers have a considerable number of yellow petals (the longest of which is 25-30 mm long) and numerous stamens. The fruits are succulent and typically purplish coloured with short spines on the aeroles."," opuntia stricta var stricta is a spreading to erect shrubby cactus rarely exceeding 1.5 m high. ","perennial","inferred_from_growth_form","","","shrub","cactus","","","","","erect spreading","erect spreading","woody","inferred_from_growth_form","NT_Flora"
"Opuntia","Opuntia stricta","Description: Bushy, clumped plant, distinct trunks absent, clumps usually <1.5 m high; segments mostly <20 cm long, mostly dull bluish green to green but not glaucous. Segments elliptic to obovate, compressed, 10-30 cm long, 7-20 cm wide. Leaves 3-4 mm long, shed early. Areoles filled with brownish woolly hairs; glochids short; spines 0-11, 1-5 cm long. Flowers yellow. Fruit usually obovoid, depressed at apex, tapering to a slender base, 4-5 cm long, dark purple, edible if glochids removed."," bushy, clumped Plant, distinct , clumps usually <1.5 m high; ","","","","","","","","","","","bushy","bushy","","","PlantNET_flora"
"Opuntia","Opuntia stricta","Description: Erect to 2 m high but mostly c. 1 m; often spineless or nearly so; spines if present 1 or 2, terete, to 4 cm long, yellow; joints flattened, obovate, 10-25 cm long, 7-16 cm wide; areoles distant, 35-50 mm apart, glochids yellow; leaves deciduous.Flowers lemon-yellow, greenish on the outside.Fruits 4-6 cm long, obovoid or pear-shaped, purple when ripe, pulp crimson."," erect to 2 m high but mostly circa 1 m; often spineless or nearly so; spines if present 1 or 2, terete, to 4 cm long, yellow; ","perennial","inferred_from_growth_form","","","palmoid","inferred_from_genus","","","","","erect","erect","woody","inferred_from_growth_form","SA_flora"
"Opuntia","Opuntia stricta","Spreading to erect, clump-forming shrub to c. 1.5 m high; trunk absent or poorly developed. Terminal cladodes compressed, elliptic to obovate, 15-25 cm long, 7-13 cm wide, dull, mid green to grey-green; areoles up to c. 30 per cladode face, c. 3-5 cm apart, filled with brownish wool and short yellow glochids; spines absent or 1 per areole in some marginal areoles, spreading, rigid, 1-4(-6) cm long, 0.5-1 mm wide near base, yellow to brown. Flowers 5-6.5 cm diam.; sepaloids greenish with yellow margins; petaloids spreading, yellow, apices rounded to emarginate; stamens yellow; style and stigmas pale yellow or whitish; hypanthium smooth. Fruit obovoid, 4-6 cm long, 2.5-4 cm diam., shallowly depressed at apex, smooth, purple, juicy, deciduous when ripe. Flowers late spring-summer."," spreading to erect, clump-forming shrub to circa 1.5 m high; ","perennial","inferred_from_family","","","shrub","shrub","","","","","erect spreading","erect spreading","woody","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis articulata","Perennial herb with stems not evident; rhizome stout, woody, irregularly nodulose-segmented to c. 15 cm long, to c. 2.5 cm diam., often covered with persistent old petiole-bases; bulbs and bulbils absent. Indumentum of simple eglandular hairs. Stipules membranous, tapering into petiole, the stipular wing inconspicuous, hairy. Leaves basal, crowded at apex of rhizome, trifoliolate; petiole (3-) 7-30 cm long, sparsely hairy; leaflets sessile, obcordate, usually 8-35 (-55) mm long, 10-45 (-60) mm wide, deeply notched (sinus to c. one-third leaflet length), green, sparsely pubescent above and below, margins ciliate, with basal tuft of hairs; lobes oblong to obovate, apices rounded and 8-16 mm apart; calli forming a marginal band, orange. Inflorescences usually umbelliform cymes, less commonly in irregular cymes, basal, (1-) 3-30-flowered; peduncles slightly longer than leaves, 12-35 cm long, sparsely strigose; pedicels 10-25 mm long, sparsely to moderately hairy. Bracts situated at base of pedicels, lanceolate to ovate, 2-2.5 mm long, with 2 elongated orange calli. Flowers tristylous (long-styled, mid-styled and short-styled). Sepals lanceolate, 3-5 mm long, green, with appressed hairs; calli 2, orange, apical. Petals oblique-obovate to oblong, 9-16 mm long, usually deep pink to magenta with darker veins, sometimes pale pink or rarely white, with band of appressed hairs outside. Stamens at 2 levels; filaments hairy, dilated and sometimes toothed in lower part, those of longest whorl 2-3 mm long. Ovary sparsely strigose. Styles densely hairy. Capsules not developed in Australia."," perennial herb with stems ; ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis articulata","Description: Herb with stem reduced, appearing absent; rhizome to 10 cm long, to 2.5 cm diam., woody, covered with the old leaf bases; bulbs and bulbils absent. Leaves crowded at apex of rhizome, 3-foliolate; leaflets obcordate, bilobed, sinus about a third the length of leaflet; lobes oblong to slightly obovate, 9-15 mm long, 6-14 mm wide, with lobe apices rounded and 12 mm apart; petiole 5-30 cm long; stipules tapering into petiole. Inflorescences 3- to at least 30-flowered. Petals 10-15 mm long, pink or purple. Fruit not known in Aust."," herb with stem reduced, ; ","perennial","inferred_from_family","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis articulata","Description: Perennial; rhizome to 10 cm long, to 2.5 cm diam., woody, covered with the old leaf bases; leaves numerous, crowded at the apex of the rhizome; petioles 5-30 cm, sparsely pubescent, broadened at the base; leaflets 3, obcordate, 1-2.5 cm long, 1-2.5 cm broad, pubescent on both sides, ciliate, with orange calli mostly along the margin.Peduncles slightly longer than the leaves, with many flowers in an umbelliform contracted cyme; sepals lanceolate, c. 4 mm long, pubescent, with 2 calli at the apex; petals pink or purple, 10-15 mm long.Fruits unknown here."," perennial; ","perennial","perennial","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Oxalis","Oxalis articulata","Herb with stems not evident; bulbs and bulbils absent; rhizome stout, woody, to c. 15 cm long, to c. 2.5 cm diam., covered with old leaf-bases. Leaves crowded at apex of rhizome, 3-foliolate; leaflets sessile, obcordate, 10-25 mm long and wide, deeply notched, green, sparsely pubescent above and below, margins ciliate, sinus to c. one-third leaflet length, lobes oblong to obovate, apices rounded and 8-16 mm apart, calli forming a marginal band, orange; petioles 5-30 cm long, sparsely hairy; stipules membranous, tapering into petiole. Inflorescences basal, (1-)3-30-flowered; peduncles slightly longer than leaves, sparsely hairy; pedicels 10-25 mm long, sparsely to moderately hairy. Sepals lanceolate, 3-5 mm long, pubescent, green with 2 orange apical calli. Petals 10-15 mm long, pink or purple. Capsule not developed in Australia. Flowers mainly Mar.-Dec."," herb with stems ; ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis corniculata","Annual or sometimes perennial herb with stems erect or ascending, sometimes creeping, to 30 cm long, often freely rooting at nodes, sparsely to densely covered with spreading and/or retrorse hairs, or nearly glabrous with antrorse appressed or slightly ascending simple hairs, green, glaucescent or bronze-purple to maroon; taproot sometimes present; bulb and bulbils absent. Indumentum of simple hairs, rarely also with septate hairs (on capsule). Stipules usually conspicuous, to 2-3 mm long, apex ± truncate, ciliate. Leaves cauline, alternate, trifoliolate; petiole (0.5-) 1-7 cm long, with mostly spreading hairs; leaflets subsessile, obcordate, 4-13 (-20) mm long, 4-22 (-25) mm wide, bilobed (sinus to c. two-fifths leaflet length), green or bronze-purple to maroon, glabrous above, sparsely pubescent below, margins ciliate, lobes obovate, apices rounded, 3-15 mm apart; calli absent. Inflorescences axillary, flowers 1-3 (-6) per peduncle in irregular or umbelliform cymes, usually held below or at leaf level, less often a little above leaf level; peduncles not usually longer than leaves, antrorse-hairy; pedicels deflexed in fruit (but capsules erect). Bracts situated at base of pedicels, linear-subulate or linear-lanceolate, 1.5-3.8 mm long, nearly glabrous, or hairy, calli absent. Flowers homostylous (all styles of the same length). Sepals lanceolate, 3-4 mm long, often ciliate, apex ecallose. Petals oblong-obovate, 6-7 mm long, yellow, glabrous, throat with or without faint to conspicuous red streaks. Stamens at 2 levels; filaments glabrous. Ovary glabrous or hairy. Styles 0.8-1.3 mm long, densely hairy. Capsules cylindrical, (8-) 10-18 (-20) mm long, 1-3 mm diam., usually densely retrorse-hairy with simple hairs, rarely also with longer septate hairs, or rarely glabrescent with microscopic simple hairs. Seeds 1.0-1.5 (-1.7) mm long, transversely ribbed, ribs (4-) 6-9 (-10) (often broken), usually narrow, grooves usually wide and deep, uniformly reddish brown, dull, or ribs occasionally with faint greyish or prominent white lines or blotches."," annual or sometimes perennial herb with stems erect or ascending, sometimes creeping, to 30 cm long, ","annual perennial","annual perennial","","","herb","herb","","","","","erect creeping decumbent","erect creeping ascending","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis corniculata","Creeping annual, herb, 0.02-0.2 m high. Fl. yellow, May or Aug to Nov. A weed of lawns & gardens."," creeping annual, herb, 0.02-0.2 m high. ","annual","annual","","","herb","herb","","","","","creeping","creeping","herbaceous","inferred_from_growth_form","Florabase_short"
"Oxalis","Oxalis corniculata","Trailing perennial herb less than 10 cm high rooting at the nodes; sparsely to densely spreading-hairy. Leaves cauline, trifoliate, sometimes brownish/reddish; leaflets obcordate, bilobed with sinus to 2/5th leaflet length. Stipules conspicuous. Inflorescence 1-6 flowered with small yellow flowers to 7 mm in length. Corolla yellow/golden. Capsules erect, slender-cylindrical to 16 mm with retrorse hairs on deflexed pedicels."," trailing perennial herb less than 10 cm high rooting at the nodes; ","perennial","perennial","","","herb","herb","","","","","prostrate","trailing","herbaceous","inferred_from_growth_form","NT_Flora"
"Oxalis","Oxalis corniculata","Description: Herb with branches erect or ascending, sometimes creeping, to 30 cm long, sparsely to densely hairy, with spreading hairs; roots fibrous and branching, sometimes with a taproot. Leaves cauline, 3-foliolate; leaflets obcordate, bilobed, sinus to two-fifth the length of leaflet; lobes slightly obovate, 4-13 mm long, 24-11 mm wide, with lobe apices rounded and 3-15 mm apart; petiole 3-6 cm long; stipules usually conspicuous; apex ± truncate. Inflorescences 1-6-flowered. Petals 6-7 m long, yellow. Fruit ± erect, usually on deflexed pedicels, not held above the leaves, long and usually slender-cylindrical, 8-16 mm long, 1.5-3 mm diam.; outer surface with simple retrorse hairs; seeds ribbed."," herb with branches erect or ascending, ","perennial","inferred_from_family","","","herb","herb","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis corniculata","Description: Herb with fibrous and branching roots, sometimes a tap root; stems erect or ascending, sometimes creeping, to 30 cm, branching, with spreading hairs; leaves cauline; petioles 3-6 cm, with spreading hairs; stipules small, connate to the petiole-base; leaflets 3, obcordate, 5-20 mm long, 5-25 mm broad, with an incision to two-fifths of their length, usually with rounded lobes, glabrous above, with a few hairs to pubescent below; peduncles axillary, not extending above the leaves, with forward-directed hairs; pedicels usually deflexed after fruiting.Flowers 2-4 in an umbel, rarely solitary; sepals lanceolate, c. 4 mm long, with some hairs at the top to pubescent; petals yellow, c. 7 mm long.Capsule cylindrical, 9-16 mm long, densely covered with short retrorse hairs."," herb with fibrous and branching roots, sometimes a tap root; ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Oxalis","Oxalis corniculata","Annual or sometimes perennial herb with stems erect or ascending, sometimes creeping, to 30 cm long, stems often freely rooting at nodes, sparsely to densely covered with spreading and or retrorse hairs, or nearly glabrous with antrorse appressed or slightly ascending simple hairs, green, glaucescent, or bronze-purple to maroon; taproot sometimes present; bulbils absent. Leaves cauline, alternate, 3-foliolate; leaflets subsessile, obcordate, 4-13(-20) mm long, 4-22(-25) mm wide, bilobed, green or bronze-purple to maroon, glabrous above, sparsely pubescent below, margins ciliate, sinus to c. two-fifths leaflet length, lobes obovate, apices rounded, 3-15 mm apart; petioles (0.5-)1-7 cm long, with mostly spreading hairs; stipules usually conspicuous, to  2-3 mm long, apex more or less truncate, ciliate; calli absent. Inflorescences axillary, flowers 1-5(-6) per peduncle in irregular or umbelliform cymes, usually held below or at leaf level, less often a little above leaf level; peduncles not usually longer than leaves, antrorse-hairy; pedicels deflexed in fruit (but capsules erect). Sepals lanceolate, 3-4 mm long, often ciliate; calli absent. Petals 6-7 mm long, yellow, throat with or without faint to conspicuous red streaks. Filaments glabrous. Styles short. Capsule cylindrical, (8-)10-18(-20) mm long, 1-3 mm diam., usually densely retrorse-hairy with simple hairs, very rarely also with longer septate hairs, or rarely glabrescent with microscopic simple hairs; seeds 1.0-1.5(-1.7) mm long, transversely ribbed, ribs 6-9 (often broken), usually narrow, grooves usually wide and deep, uniformly reddish brown, dull, or ribs occasionally with faint greyish or prominent white lines or blotches. Flowers Sep.-Apr."," annual or sometimes perennial herb with stems erect or ascending, sometimes creeping, to 30 cm long, ","annual perennial","annual perennial","","","herb","herb","","","","","erect creeping decumbent","erect creeping ascending","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis corymbosa","Bulbaceous, perennial, herb. Fl. pink-purple, May to Oct. Gardens."," bulbaceous, perennial, herb. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Florabase_short"
"Oxalis","Oxalis debilis","Perennial herb with stems not evident; root vertical, thick with fibrous branches; bulb globose, 1-3 cm long, tunics pale brown, vertically ribbed, ciliate with long hairs; bulbils formed from old bulbs, sessile. Indumentum of simple eglandular hairs. Stipules to 13 mm long, 2 mm wide, conspicuous, long and narrow, tapering into petioles. Leaves basal, palmately trifoliolate; petiole 5-20 cm long, sparsely hairy; leaflets subsessile, obcordate, 10-40 mm long, 10-50 mm wide, narrowly notched (sinus â€¦â„¢-â€¦â€¢ length of leaflet), green, glabrous above, sparsely pubescent and finely punctate with raised orange calli below, margins ciliate, lobes with rounded apices to c. 12 mm apart. Inflorescences basal, 8-15-flowered; peduncles longer than leaves, sparsely hairy; pedicels 0.5-2 cm long, hairy. Bracts situated at base of pedicels, ovate to rhomboid, 2-5 mm long, with calli (usually small). Flowers tristylous. Sepals lanceolate, 5-7 mm long, sparsely hairy, green with 2 (-4) prominent, orange-brown apical calli. Petals oblong-obovate, 10-20 mm long, pink, glabrous. Stamens at 2 levels; filaments glabrous. Ovary glabrous. Styles densely and patently hirsute. Capsules not developed in Australia."," perennial herb with stems ; ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis debilis","Low-growing herb with reduced stem. Bulbs prominent to 3 cm with bulbils sessile forming on old bulbs. Leaves radical, trifoliate. Leaflets bilobed, obcordate with sinus 1/5th to 1/10th of length. Inflorescence 8-15 flowered to 18 mm with bright pink petals."," low-growing herb with reduced stem. ","","","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","NT_Flora"
"Oxalis","Oxalis debilis","Description: Herb with stem reduced, appearing absent; bulbs globose, 1-30 cm long, outer surface light brown, vertically ridged; bulbils formed from old bulbs, sessile. Leaves 10-20, 3-foliolate; leaflets obcordate, 1-4.2 cm long, 1-4.8 cm wide, emarginate, sinus a tenth to a fifth the length of leaflet; lobes rounded; petiole 5-20 cm long; stipules tapering into petiole. Inflorescences 8-15-flowered. Petals 12-18 mm long, pink. Fruit not known in Aust."," herb with stem reduced, ; ","perennial","inferred_from_family","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis debilis","Description: Bulbs globose; tunics light-brown, vertically ridged, ciliate with long hairs; bulbils produced from the old bulb, sessile; stem 0; leaves 10-20; petioles 5-20 cm, with scattered long hairs, bases modified as scales of the bulb; leaflets 3, obcordate, 1-2 cm long, 1-3 cm broad, with a narrow notch and rounded lobes, glabrous above, sparsely hairy below, mostly ciliate.Peduncles slightly longer than the leaves with 8-15 flowers in an umbel; sepals lanceolate, c. 6 mm long, with a few hairs, 2 calli at the apex; petals pink, c. 15 mm long.Fruits unknown here.","  ","","","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Oxalis","Oxalis latifolia","Perennial herb, stemless, with a thick fleshy white root below the main bulb; bulb ovoid to globose, pointed, 1-1.5 cm long, tunics pale brown, vertically ribbed, often ciliate; bulbils formed from old bulbs on stolons to c. 4 cm long. Plants glabrous except for simple, eglandular hairs on filaments and sometimes styles. Stipules conspicuous, to c. 10 mm long, with rounded or obtuse lobes. Leaves basal, palmately trifoliolate; petiole 5-23 (-50) cm long, sparsely hairy; leaflets subsessile, cuneate-deltoid, 9-45 mm long, 17-75 mm wide, bilobed (sinus wide, to c. one-third leaflet length), green, sometimes maroon-flecked, glabrous above, sparsely pubescent below, calli absent, margins sparsely ciliate, lobes triangular, divergent, apices rounded and 12-70 mm apart. Inflorescences basal, 6-14-flowered; peduncles 10-35 cm long, longer than leaves, sparsely hairy; pedicels 10-20 mm long, glabrous. Bracts at base of pedicel, lanceolate, 2-3 mm long, with a single linear apical callus. Sepals lanceolate-elliptic to elliptic, 3-5.5 mm long, glabrous, green with 2 conspicuous orange-brown apical calli. Petals 10-16 mm long, pink to purple, white at base, glabrous. Stamens at 2 levels; filaments of longer set hirsute above, glabrous and dilated below, shorter set sparingly hairy. Ovary glabrous. Styles glabrous or hairy (in long-styled flower). Capsules not developed in Australia."," perennial herb, stemless. ","perennial","perennial","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis latifolia","Description: Herb with stem reduced, appearing absent; bulbs ovoid to globose, c. 1.5 cm long, pointed, outer surface light brown, vertically ribbed; bulbils formed from the old bulb on stolons 0.5-4 cm long. Leaves 5-15, 3-foliolate; leaflets transversely cuneate, bilobed, sinus wide, shallow and tapering, a sixth to a third the length of leaflet; lobes triangular, 10-40 mm long, 6-22 mm wide, with lobe apices rounded and 12-50 mm apart; petiole 5-20 cm long; stipules conspicuous, with rounded to obtuse lobes. Inflorescences 8-12-flowered. Petals 10-14 mm long, pink to purple, white at base, sometimes white throughout. Fruit not known in Aust."," herb with stem reduced, ; ","perennial","inferred_from_family","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis latifolia","Description: Bulbs ovoid to globose, c. 1.5 cm long; tunics light-brown, vertically ridged, often ciliate; bulbils formed from the old bulb on stolons to 4 cm; stem 0; leaves 5-15; petioles 5-20 cm, sparsely hairy, bases modified as scales of the bulb; leaflets 3, cuneate-deltoid with a wide shallow tapering indentation with straight sides, 1-2 cm long, 2-5 cm broad, only a few hairs below and at the margin.Peduncles slightly longer than the leaves, with c. 10 flowers in an umbel; sepals lanceolate, c. 4 mm long, with 2 calli at the apex; petals pink to purple, white at the base, c. 10 mm long.Fruit unknown here.","  ","","","","","herb","inferred_from_genus","","","","","","","herbaceous","inferred_from_growth_form","SA_flora"
"Oxalis","Oxalis latifolia","Herb with stems not evident; bulbs ovoid to globose, 1-1.5 cm long, pointed, tunics pale brown, vertically ribbed, often ciliate; bulbils formed from old bulbs on stolons to c. 4 cm long. Leaves basal, 3-foliolate; leaflets subsessile, cuneate-deltoid, 9-45 mm long, 17-75 mm wide, bilobed, green, sometimes maroon-flecked, glabrous above, sparsely pubescent below, calli absent, margins sparsely ciliate, sinus wide, to c. one-third leaflet length, lobes triangular, divergent, apices rounded, lobes triangular, divergent, apices rounded, 12-70 mm apart; petioles 5-23 cm long, sparsely hairy; stipules conspicuous, to c. 10 mm long, with rounded or obtuse lobes. Inflorescences basal, 6-14-flowered; peduncles longer than leaves, sparsely hairy; pedicels 1-2 cm long, glabrous. Sepals lanceolate, 4-5 mm long, glabrous, green with 2 conspicuous orange-brown apical calli. Petals 10-16 mm long, pink to purple, white at base. Capsule not developed in Australia. Flowers mainly Dec.-Jun."," herb with stems ; ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis perennans","Perennial herb with stems erect or ascending or creeping at least partially above ground and rarely rooting at nodes, to 30 cm long, rarely rhizomatous, sparsely to densely antrorse-hairy, rarely glabrescent; taproot stout; bulb and bulbils absent. Indumentum of simple eglandular hairs. Stipules conspicuous, to c. 3 mm long, obtuse, rounded or occasionally truncate at apex, ciliate. Leaves cauline, palmately trifoliolate; petiole usually 1-4 cm long, with antrorse and often spreading hairs; leaflets sessile, cuneate-obcordate, 2-15 mm long and wide, green, bilobed (sinus to c. two-thirds leaflet length), glabrous to pubescent above, pubescent or hairs confined to midrib below, margins ciliate, lobes oblong to obovate, straight, divergent, apices rounded and 2-12 mm apart. Inflorescences axillary, flowers (1-) 2-3 (-6) per peduncle, held well above leaf level; peduncles 2-10 cm long, at least as long as leaves, glabrescent or antrorse-hairy; pedicels 5-18 mm long, much longer at fruiting, usually erect in fruit, sometimes deflexed (but capsules erect), glabrecent or with antrorse hairs. Bracts situated at base of pedicels, linear-subulate, 1-2 mm long, with appressed, antrorse hairs, calli absent. Sepals oblong, 3-5 mm long, often ciliate, calli absent. Petals obovate, sometimes notched, 6-12 mm long, yellow, glabrous. Stamens at 2 levels; filaments glabrous. Ovary hairy. Styles 1-2.5 mm long, densely hairy. Capsules cylindrical, 8-30 mm long, 1.5-2.5 mm diam., usually densely retrorse-hairy, the hairs simple, patent septate hairs absent. Seeds 1.5-2.2 mm long, transversely ribbed, ribs (8-)10-11, narrow, grooves wide, shallow to deep, uniformly coloured, ribs without greyish or whitish lines or blotches."," perennial herb with stems erect or ascending or creeping at least partially above ground and rarely rooting at nodes, ","perennial","perennial","","","herb","herb","","","","","erect creeping decumbent","erect creeping ascending","herbaceous","inferred_from_growth_form","Flora_of_Australia"
"Oxalis","Oxalis perennans","Spreading perennial, herb, 0.05-0.3 m high. Fl. yellow, Apr or Aug to Oct. Sandy or loamy soils, often over limestone."," spreading perennial, herb, 0.05-0.3 m high. ","perennial","perennial","","","herb","herb","","","","","spreading","spreading","herbaceous","inferred_from_growth_form","Florabase_short"
"Oxalis","Oxalis perennans","Decumbent to erect perennial herb to about 20 cm high, sometimes rooting at the nodes and with a stout taproot. Sparsely to densely mostly antrorse hairy. Leaves cauline, trifoliate; leaflets cuneate-obcordate, bilobed with sinus to 3/5ths of leaflet length. Stipules conspicuous. Inflorescence 1-6 flowered with yellow flowers to 12 mm. Fruit a slender-cylindrical capsule to 30 mm and held above the leaves with simple retrorse hairs."," decumbent to erect perennial herb to about 20 cm high, ","perennial","perennial","","","herb","herb","","","","","erect decumbent","erect decumbent","herbaceous","inferred_from_growth_form","NT_Flora"
"Oxalis","Oxalis perennans","Description: Herb with branches erect or ascending, sometimes creeping, to 25 cm long, sparsely to densely hairy, with hairs mostly antrorse, or rarely nearly glabrous; taproot stout; bulbils absent. Leaves cauline, 3-foliolate; leaflets cuneate-obcordate, bilobed, sinus to three-fifths the length of leaflet; lobes oblong to slightly obovate, usually 4-10 mm long, mostly 2-6 mm wide with lobe apices rounded and 2-12 mm apart; petiole usually 1-4 cm long; stipules usually conspicuous, with an obtuse to rounded lobe. Inflorescences 1-6-flowered. Petals 6-12 mm long, yellow. Fruit erect, usually held above the leaves, long and usually slender-cylindrical, 8-30 mm long, 1.5-2.5 mm diam.; outer surface with simple retrorse hairs; seeds ribbed."," herb with branches erect or ascending, ","perennial","inferred_from_family","","","herb","herb","","","","","erect decumbent","erect ascending","herbaceous","inferred_from_growth_form","PlantNET_flora"
"Oxalis","Oxalis perennans","Description: Herb with fibrous and branching roots, sometimes a woody tap root; stems erect or ascending, sometimes creeping, to 30 cm, branching, sparsely or densely covered with antrorse hairs, rarely nearly glabrous; leaves cauline; petioles usually 1-4 cm, with antrorse and often also spreading hairs; stipules small, connate to the petiole-base; leaflets 3, cuneate-obcordate, 2-15 mm long, 2-15 mm broad, with a deep incision to three-fifths of their length, usually with straight divergent lobes, glabrous to pubescent above, with hairs only on the mid-nerve to pubescent below, ciliate; peduncles axillary, extending above or as long as the leaves, with antrome hairs; pedicels erect, sometimes deflexed after fruiting.Flowers 2 or 3, rarely to 5 in an umbel, small plants usually with solitary flowers; sepals oblong, 3-5 mm long, with only some hairs at the top to pubescent, often ciliate; petals yellow, 6-12 mm long.Capsule cylindrical, 4-30 mm long, densely covered with short retrorse hairs, rarely less hairy."," herb with fibrous and branching roots, sometimes a woodytaproot; ","","","","","herb","herb","","","","","","","woody_root","woodytaproot","SA_flora"
"Oxalis","Oxalis perennans","Herb with stems erect or ascending or creeping at least partially above ground and rarely rooting at nodes, to 30 cm long, rarely rhizomatous, sparsely to densely antrorse-hairy, rarely glabrescent; taproot stout; bulbils absent. Leaves cauline, 3-foliolate; leaflets sessile, cuneate-obcordate, 2-15 mm long and wide, green, bilobed, glabrous to pubescent above, pubescent or hairs confined to midrib below, margins ciliate, sinus to c. two-thirds leaflet length, lobes oblong to obovate, straight, divergent, apices rounded, 2-12 mm apart; petioles usually 1-4 cm long, with antrorse and often spreading hairs; stipules conspicuous, to c. 3 mm long, apex obtuse, rounded or occasionally truncate, ciliate. Inflorescences axillary, flowers (1-)2-3(-6) per peduncle, held well above leaf level; peduncles at least as long as leaves, antrorse-hairy; pedicels usually erect in fruit, sometimes deflexed (but capsules erect). Sepals oblong, 3-5 mm long, often ciliate. Petals 6-12 mm long, yellow. Capsule  8-30 mm long, 1.5-2.5 mm diam., cylindrical, usually densely retrorse-hairy, the hairs simple, patent septate hairs absent; seeds 1.5-2.2 mm long, transversely ribbed, ribs (8-)10-11, narrow, grooves wide, shallow to deep, uniformly coloured, ribs without greyish or whitish lines or blotches. Flowers throughout the year."," herb with stems erect or ascending or creeping at least partially above ground and rarely rooting at nodes, ","perennial","inferred_from_genus","","","herb","herb","","","","","erect creeping decumbent","erect creeping ascending","herbaceous","inferred_from_growth_form","VIC_flora"
"Oxalis","Oxalis pes-caprae","Herb with stems only developed when plants crowded or growing in shade, contractile roots thick, fleshy, white; bulb ovoid, pointed, 8-15(-30) mm long, tunics pale brown; bulbils formed on white fleshy rhizome and in lower leaf axils. Indumentum with simple eglandular and glandular hairs. Stipules membranous, narrow, to c. 10 mm long, abruptly tapering into petiole. Leaves crowded, palmately trifoliolate; petiole usually 5-22 cm long, terete, glabrescent to sparsely hairy; leaflets subsessile, cuneate-obcordate, 5-30 mm long, 5-30 mm wide, bilobed (sinus to c. one-quarter leaflet length), green (often purple-flecked above), glabrous above, sparsely pubescent below, margins ciliate, lobes oblong, divergent, apices rounded and 10-35 mm apart. Inflorescences basal, (1-) 6-15 (-20)-flowered; peduncles (7-) 15-45 cm long, longer than leaves, glabrous to sparsely hairy; pedicels to 20 mm long, covered with a mixture of antrorse simple hairs and spreading glandular hairs. Bracts situated at base of pedicels, linear to lanceolate, 2-3.5 mm long, hairy, usually with apical calli. Sepals lanceolate, 5-7 mm long, indumentum similar to that on the pedicels, green at base, reddish at apex, usually with 2 orange apical calli. Petals broadly cuneate, 15-25 mm long, yellow, with appressed hairs outside or almost glabrous. Stamens at 2 levels; filaments appendaged below, glabrous. Ovary pubescent on the upper half. Styles hairy. Capsules not developed in Australia."," herb with stems only developed when plants crowded or growing in shade, contractile roots thick, fleshy, white; ","perennial","inferred_from_genus","","","herb","herb","","","","","","","herbaceous","inferred_from_growth_form","Flora_of_Australia"
